P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,Activity
-3.269975359,-1.53989606,-0.51997574,-0.15558392,-0.157662665,-0.084874855,-0.448965022,0.959434519,0.119013507,0.085269676,-0.264184863,0.187900349,-0.051980848,0.102898398,0.005270592,-0.191365431,-0.18789467,0.548929502,0.173333527,-0.048904397,-0.051699111,0.021451538,-0.004221122,0.381235016,0.203464773,0.19415864,-0.120745587,0.009629752,-0.105126903,0.052169878,-0.242901848,0.272755482,-0.014754908,-0.364896643,-0.098443767,6
-3.256820335,-1.326830843,-0.814394294,-0.120734863,-0.456650228,-0.48344883,0.049608134,0.460291208,0.287579378,0.282927533,0.058889333,0.047662898,0.354290259,0.327510729,0.160545769,-0.465455962,-0.124599749,0.464135769,-0.137528327,-0.090995136,-0.330240842,-0.073927685,0.070473307,0.27166166,0.273388418,-0.046138648,-0.092800297,0.072280047,-0.147255927,0.00759995,-0.042231324,0.069102895,-0.060829861,-0.328436975,-0.169519656,6
-3.28390633,-1.635689981,-0.800492611,-0.074312272,-0.386941728,-0.506659472,0.063683942,0.424960328,0.112366628,-0.105119749,0.160731179,0.131672401,0.237572132,0.253027498,0.091251763,-0.287864974,-0.048797715,0.311506883,-0.343686687,-0.103844443,-0.188617764,-0.135465191,-0.046159932,0.250329069,0.208191071,0.033123009,0.042904088,-0.103955015,0.020428731,0.097189165,-0.014117685,0.192387427,0.126544836,-0.379055731,-0.339080198,6
-2.260411749,0.350872575,-1.614651118,0.255315637,0.182637977,0.421164678,-0.796146275,0.20704425,-0.815394194,0.028389453,-0.401230485,-0.978067206,0.521291465,0.077656079,-0.889167766,0.733923229,0.107121512,-0.250139509,0.011669387,-0.029238374,-0.168136711,-0.253106995,-0.376663498,-0.328891684,0.23059668,-0.121170069,0.54524419,-0.168924447,-0.048079853,-0.343653533,-0.521515652,0.485842165,0.478949942,-0.04173426,0.023007813,6
-2.834876576,-0.082450135,-1.230682055,0.353341385,0.085191242,0.152029887,-0.592293552,0.350167301,-0.528524675,-0.012346779,-0.554804665,-0.761528823,0.3895199,-0.507994587,-0.249760437,0.160077286,0.431777059,-0.175663717,-0.383787845,-0.07079939,-0.011902274,0.025421552,-0.136488757,-0.224638269,0.359962862,0.145884039,0.21564354,-0.090904697,0.048020316,0.018253589,-0.097988445,0.246730836,0.154778064,-0.281496964,-0.375485213,6
-3.027958124,-0.561905055,-1.005381179,0.168322354,-0.121723139,0.138894347,-0.41491991,0.673674875,-0.423180688,-0.148523318,-0.604468143,-0.744447357,0.476372384,-0.768328353,-0.171295768,-0.250003611,-0.023425721,-0.005380433,-0.247722066,0.076691971,-0.095768418,0.020176486,-0.12842502,-0.239249527,0.431814563,0.189841604,0.267528378,-0.280991765,-0.263220716,0.146188357,-0.197725754,0.201956987,0.103865861,-0.132676471,-0.31962249,6
-3.269971883,-1.253880874,-0.694100528,0.106822655,-0.376980778,-0.272371163,-0.511002306,0.835333802,-0.111640858,-0.482618604,-0.51312701,-0.735077638,0.534916282,-0.230008257,0.006215598,-0.004101869,0.044980182,-0.190223111,-0.037281508,0.125695884,-0.351793056,-0.142680301,-0.093100949,-0.17704287,0.252457864,0.186110266,0.178369147,-0.363129479,-0.267154929,0.346038534,-0.081669559,0.266651077,-0.08675411,-0.198177815,-0.038034834,6
-3.368376597,-1.24867861,-0.713351857,0.285068914,-0.311596731,-0.262735688,-0.474362536,0.550188376,-0.13065177,-0.496231341,-0.48342122,-0.692212468,0.642666045,0.046674672,-0.129836975,0.13173899,0.036195361,0.157136949,-0.306869399,0.094713966,-0.137362443,-0.062839921,-0.02469307,-0.297577669,0.364213545,0.123427932,0.252170009,-0.105610523,-0.277505366,0.220031103,0.252020252,0.108057843,-0.144020047,-0.068670769,-0.083643907,6
-3.296713332,-1.51900451,-0.45902099,0.090232134,-0.343712176,-0.621463246,-0.57996464,0.384608646,-0.02639995,-0.436963654,-0.601757321,0.136235724,0.44081243,-0.057212762,-0.346930536,-0.263516458,-0.124598428,0.37223758,0.154525938,-0.113152021,-0.289498052,-0.006213311,0.160643358,0.1073604,0.270663202,0.066817627,0.246855939,-0.045304209,-0.16260829,0.058755839,0.161926687,0.307270175,0.108704157,0.039839076,-0.168960444,6
-3.329157259,-1.701200215,-0.470402977,-0.130746471,-0.318689772,-0.076627177,-0.338165305,0.854495012,0.017449642,-0.270455466,-0.305922911,0.111515438,0.226549586,0.261899871,-0.174363783,-0.373989299,-0.220904852,0.405186417,0.145228571,-0.077075902,-0.151149704,0.024306672,0.021135243,0.250422015,0.277548687,0.103622015,0.208644716,0.123738595,0.061537135,0.108312833,-0.06564153,0.431206486,0.121970385,0.013101086,-0.123791543,6
-3.365980302,-1.547598959,-0.578868124,0.081075479,-0.054157239,0.065886232,-0.270885822,0.920339919,-0.154526661,-0.375128587,-0.388161051,0.000159221,0.226985636,0.029672944,-0.180814338,-0.283454779,-0.08902901,0.358332874,-0.042118286,-0.06010359,0.220415295,-0.08913777,-0.003302202,0.055326969,0.285370686,0.231079287,0.174445047,0.14020105,0.039360365,0.003054094,-0.232586245,0.377006581,0.151995266,-0.070393134,-0.171268336,6
-3.332340284,-1.611836257,-0.535292659,-0.053354188,-0.200383105,-0.049010789,-0.298140293,0.835057457,0.091487877,0.044633872,-0.3239069,-0.036879753,0.109040931,0.220033136,0.000139862,0.111796215,0.002053451,0.089619447,-0.064877523,-0.076335338,-0.02816,0.171982376,0.005264497,0.226323031,0.238719253,0.102435062,0.057317209,0.093353142,-0.233209084,0.046081766,-0.160312459,0.216038099,0.005301338,-0.352383439,-0.241086531,6
-3.315704167,-1.548858181,-0.699769352,0.017464876,-0.338356452,-0.381046565,-0.054733443,0.522695139,0.23240562,0.215152537,0.13466011,-0.053378724,0.179633502,0.334357183,-0.215938274,-0.060876277,-0.131934633,0.365347175,-0.248313452,-0.086062662,-0.42720613,0.163913964,-0.031508132,0.254907265,0.208159795,0.025687688,0.169908361,-0.150636625,-0.204344595,0.058951112,-0.067951217,0.208795257,0.068740382,-0.347057931,-0.266599383,6
-3.255408547,-1.580197443,-0.579533597,-0.137770592,-0.309213531,-0.291491143,-0.261195548,0.879051134,0.205021179,0.155279893,-0.123895275,0.046155697,0.0990725,0.105727181,0.225542856,-0.101066491,-0.038066944,0.499378929,-0.163648017,0.107043531,-0.09767736,0.099048415,0.020864114,0.246047212,0.032645966,0.02458803,-0.046771069,-0.008026997,-0.204779764,0.034810856,-0.170534253,0.332906545,0.078412185,-0.380770525,-0.177805398,6
-3.190344723,-1.446167229,-0.596525068,-0.14686202,-0.333493452,-0.62003848,-0.614434397,0.639299751,0.090070469,-0.054704265,-0.281960182,-0.001079402,0.253867918,0.075983472,0.280847703,0.086400166,0.061241682,0.329675224,-0.115265081,0.029582934,0.033554674,-0.163183813,0.111685837,0.181962765,0.122896107,0.05623795,-0.166811196,0.155799551,-0.213890561,0.170448985,-0.143757618,0.405032003,-0.023489742,-0.283466664,0.007205124,6
-3.253987786,-1.581666249,-0.465958907,-0.082328256,-0.351956547,-0.670249251,-0.639553324,0.391884921,-0.001036072,0.079253358,-0.402165206,0.174823426,0.23176019,0.140025212,-0.297579298,0.053679014,-0.108641175,0.206884702,-0.026781745,-0.038799374,-0.320851293,-0.132352196,0.101823508,0.260029393,0.325133674,0.125073049,-0.145409155,0.013071523,-0.110068129,-0.057777839,0.037405274,0.226360733,0.015850176,-0.262468983,-0.282380197,6
-3.36037004,-1.714719127,-0.42928226,-0.072512393,-0.230809657,0.013480558,-0.274596134,0.859269757,0.027747583,-0.0179777,-0.407411286,0.180129575,0.038985984,0.291305229,-0.164417732,-0.043092646,-0.138440359,0.121060285,-0.153778695,0.027533424,-0.075107924,0.30459151,0.096895286,0.245637543,0.257650025,-0.015757604,0.016774991,0.051531525,0.112797517,-0.199325176,-0.092681041,0.266945662,0.312248895,-0.242236547,-0.271368661,6
-3.340113987,-1.551913405,-0.559604116,-0.034771978,-0.381472637,-0.310785302,-0.49544617,0.720165699,0.169722216,-0.399651627,-0.401364995,-0.166707088,0.320048758,0.282247651,0.213034533,0.31363154,0.023675461,-0.068133898,-0.219089576,-0.006509052,0.047525791,0.229961912,-0.132378598,0.303671253,-0.004886807,-0.144544538,0.111306717,0.026832072,-0.0285435,0.096820651,0.110488845,0.205275736,0.25254409,-0.118441607,-0.023995227,6
-2.106350974,-0.331044411,-0.816653595,-0.756748411,-0.851411462,0.126900444,-0.467256175,0.679758451,0.788670626,0.285628006,-0.712568877,-0.321817006,0.351259873,-0.457178617,0.493465487,-0.558941039,-0.258689621,-0.018325492,0.312494131,0.077761243,0.100831378,-0.063738251,-0.071305438,0.435131229,-0.008675901,-0.037324,-0.080478866,-0.261265697,0.298002934,-0.360689468,-0.22517356,0.272153397,0.431328091,-0.013208379,-0.073430961,6
1.885205015,0.672148026,-0.029923971,-0.66999888,-0.079985331,0.283890373,0.632429277,-0.195891431,0.212696155,-0.575923726,0.03094501,0.037284408,-0.115886251,0.581402205,-0.259801021,-0.222739867,0.082740609,-0.214877671,-0.228793853,-0.274789924,0.198732872,0.219912256,-0.092919427,0.099831875,0.078020906,0.04643373,0.269861531,0.105375178,-0.033554801,0.602141917,0.422079514,-0.174939589,-0.122536321,-0.04786977,-0.044089253,1
2.013275749,0.297181097,0.116875218,-0.707394843,-0.084071644,0.273592689,0.583369345,0.059947307,-0.127241785,-0.424289927,-0.078217174,0.155501139,-0.128929497,0.519971588,-0.2359797,-0.207481733,0.238243776,-0.303935335,0.307125829,-0.58833088,-0.153768625,0.452128858,-0.122867677,0.137987748,-0.075843893,-0.016761694,0.121764544,-0.080416206,-0.071106374,0.251490584,0.210766141,-0.031801054,0.012481222,0.086958692,0.101452003,1
2.063176599,-0.039720219,0.190010717,-0.604478408,-0.022904615,0.214527268,0.542850008,0.10398766,-0.628806463,0.127618103,-0.12631317,0.123287852,-0.03016306,0.326076913,-0.318030382,-0.277412813,0.035753592,-0.393376861,0.048492352,-0.317296913,0.008042821,0.560701538,0.074421156,0.087383672,-0.306480458,-0.075753918,0.162117029,0.133976263,-0.1698128,0.278615847,0.181664367,0.156948433,0.191372217,0.055236184,0.389745449,1
2.091980704,0.091170517,0.290919595,-0.674608181,0.079523308,0.43308327,0.333713996,0.41479666,-0.721392986,0.406696055,-0.364944791,0.219703193,-0.332145649,0.201194227,-0.332729462,-0.025882497,0.202278612,-0.080483061,-0.071067475,-0.214226977,0.369556913,0.348196852,0.003816061,-0.049409011,-0.161940891,0.006544898,-0.00278176,0.143365891,-0.0752766,0.083726075,0.13927608,0.101823382,-0.063166592,-0.164228364,0.260009885,1
1.922942601,0.499466549,0.153682862,-0.769100119,-0.097516745,0.26033245,0.373502533,0.331582122,-0.554131403,0.310269807,-0.365357797,-0.028277848,-0.161970205,0.144090178,0.031844338,0.003231264,0.50977858,-0.154025975,-0.070200035,-0.283723638,0.258278179,0.203229216,-0.024034677,-0.084043889,0.063098093,-0.04716858,-0.260082356,0.117972218,-0.148058745,-0.05097431,0.264710073,-0.255602936,-0.349631025,-0.048812185,0.012612477,1
1.774199394,0.803686099,0.202148062,-0.753293226,-0.068356302,0.346918766,0.341591948,0.538306613,-0.389992871,0.399705738,-0.319059433,0.23094938,-0.290994173,-0.03839381,-0.016722699,-0.168983153,0.357087869,-0.031809749,0.015332654,-0.066918102,-0.015476926,0.367104138,0.115724236,0.186955802,0.019763961,0.085078009,-0.213008089,0.000765273,-0.130500344,-0.08031642,0.091823285,0.02945938,-0.111212739,-0.062707934,0.122439425,1
1.643965738,0.736417991,0.189963346,-0.715226036,0.003986328,0.368852379,0.341321535,0.381103633,-0.297391271,0.011077868,-0.199404857,0.194815444,-0.274851267,0.116926471,-0.055408468,-0.165570101,0.375527856,-0.157737208,-0.097449354,0.03909942,-0.285857971,0.417393476,0.333580078,-0.012875921,-0.054384328,0.124091593,0.069184749,0.229210531,-0.063275965,0.114843675,0.139400002,0.26658878,0.062761068,0.043392617,0.19320267,1
1.584919981,0.601802804,0.173106292,-0.674084688,0.065312938,0.473142402,0.363679442,0.245726563,-0.35499496,-0.310916031,-0.135035494,0.188469212,-0.214856383,-0.191179486,-0.061226769,-0.155448354,0.373155953,-0.010202552,0.184975072,-0.088079428,-0.130304779,0.225872871,0.417574184,-0.131509737,-0.10788137,0.059780399,0.037973054,0.064863684,0.071548151,-0.028600297,0.097090749,0.292039737,-0.000765259,-0.117009556,0.068258819,1
1.540317813,0.623915849,0.209386816,-0.72775,0.010279337,0.512689883,0.432726633,0.26023969,-0.418110886,-0.258904241,-0.185938159,0.265230815,-0.314724696,-0.223607483,0.023263838,-0.10261717,0.299984258,-0.239182871,0.069543205,-0.037376763,0.033125612,0.228696414,0.381809988,0.177435032,-0.041549311,0.078099373,-0.086852395,-0.154240082,0.091235935,-0.054316859,0.168595319,0.229266189,-0.100102984,-0.190560412,0.026099683,1
1.402699273,0.71933493,0.178053154,-0.791109524,-0.020322616,0.452121072,0.399646799,0.081873544,-0.335157098,-0.296245391,-0.217756384,0.213842717,-0.302814145,0.285969768,-0.111408392,-0.035771943,-0.009839179,-0.230995832,0.002084106,-0.090718494,0.236025991,0.138978055,-0.098199961,0.304329629,-0.079530867,-0.00072695,0.090678752,-0.062009424,-0.089489548,0.031650535,-0.060483777,-0.118007111,-0.034617221,-0.074872935,-0.025928942,1
1.254219925,0.895523947,0.151756818,-0.5504951,-0.045275666,0.200063963,0.369029461,0.239205312,-0.433811386,0.370451707,-0.295053046,0.245294072,-0.293608519,0.046895123,-0.138494941,0.015086642,0.211983168,-0.01389142,-0.059579675,-0.267849977,0.368515925,0.090409379,-0.083400061,0.167758688,0.067969492,0.042874152,0.164440737,0.184120332,-0.135705682,-0.096732645,-0.000424687,-0.157809569,0.236967025,-0.047991533,-0.000881802,1
1.332312812,0.936720619,0.148125451,-0.665960441,-0.151707405,0.226475043,0.262951174,0.057740208,-0.457031545,0.422968062,-0.076318578,0.287733712,-0.352027486,-0.031762639,0.105287272,0.047607801,0.230811332,-0.129408596,0.0765921,-0.01075531,0.056786271,-0.03635744,0.356229718,0.035474723,0.267587107,0.068984221,-0.060986195,0.183884128,-0.042648351,-0.265960727,0.10250537,0.097118711,0.081600405,-0.218917643,-0.08745608,1
1.372954775,0.543324232,0.12338793,-0.798064075,-0.18826581,0.174139167,0.351417241,-0.338880999,-0.421773644,-0.341293544,0.165378353,0.318171286,-0.188322636,0.247482587,0.04363305,0.054730128,0.060485189,-0.481896042,-0.028369663,0.139838204,-0.039720463,-0.059753414,0.41605659,0.093030376,0.011139965,0.015227913,-0.06790244,-0.031792732,0.061983073,-0.053953793,0.288396883,0.260785818,0.008435418,-0.287848911,-0.086675384,1
1.420984038,0.55152808,0.085542489,-0.731324429,-0.17056891,0.258443451,0.259100458,-0.158304915,-0.51290439,-0.224957303,0.073759085,0.04119509,-0.110883499,0.2049132,0.057200242,0.244481191,0.093617439,-0.584653106,-0.408297384,0.322217802,0.251406306,-0.045531767,0.211128503,0.002542823,-0.118428538,-0.212332009,-0.022486868,0.049012979,-0.032451651,0.020775219,0.260981877,0.198185338,-0.028764756,-0.106911438,0.018374849,1
1.520914025,0.478213615,0.198389675,-0.594251192,-0.046339326,0.23959298,0.27751083,-0.003191162,-0.624973716,-0.373032003,-0.250332104,0.071433175,-0.106416273,0.159798333,-0.351487838,0.204987069,-0.107812749,-0.495987848,-0.342809746,0.30946584,0.235513875,0.221181074,0.09022401,-0.106155748,-0.192802197,-0.143605159,-0.01321677,0.052208907,0.035298256,0.041157315,0.251559884,0.280562527,0.026648647,-0.025499325,0.069242358,1
1.497748734,0.489819125,0.203774526,-0.629698966,-0.135197193,0.311122628,0.234500413,0.014167294,-0.640430958,-0.576970101,-0.235244754,0.152587148,-0.075768399,0.113998365,-0.21693602,0.285071258,0.003968495,-0.469333581,0.220154328,-0.257663661,-0.041213411,0.321405782,0.245695859,0.047471457,-0.090226859,-0.139821825,-0.034415843,0.00337521,0.124668513,0.090272934,0.296404617,0.233375553,0.015774015,-0.081776033,0.149796201,1
1.689020508,1.013477623,-0.119247327,-0.424418569,-0.154354128,0.088481616,0.760335584,-0.085092364,-0.183227049,0.563276175,-0.131550279,-0.050275891,0.168160168,0.261699434,-0.415115681,-0.138932206,0.111849803,0.10000388,0.213775585,-0.224524959,0.087127151,0.063416676,-0.028736494,-0.016787135,0.174295389,-0.193063232,0.008945056,0.261964391,-0.038285845,0.132137985,0.219654412,-0.309366875,-0.120661771,-0.003252494,-0.095868518,1
1.676474027,0.854393781,0.019704986,-0.683334491,-0.269404074,-0.175961531,0.436445249,-0.063336811,-0.388978488,0.526239239,-0.12204305,0.239166378,-0.054878959,0.355377227,-0.15071044,0.130542672,-0.028372467,-0.103301081,-0.025948269,-0.249182306,-0.534187521,0.261231476,-0.05666812,0.00752441,-0.244435797,-0.154839078,-0.002583203,-0.09629621,-0.010542854,0.066055126,0.098297729,0.050427348,0.179517159,0.072032267,0.007943204,1
1.886257293,0.483121835,0.152891663,-0.734118374,-0.159165438,0.187810769,0.312215397,0.363657901,-0.535587751,0.42514864,-0.224935622,0.107462991,-0.233812356,-0.114947873,0.097501738,0.118458828,0.193729465,-0.320117177,-0.060329393,-0.294056188,-0.090899386,0.369224939,0.105675674,0.202517112,-0.132060017,0.024888909,-0.135606189,-0.060091603,-0.007155846,0.241333905,0.080280718,0.028880336,0.140694793,-0.066466528,0.115965408,1
1.793371882,0.335607311,0.215316871,-0.735407443,0.036819339,0.427617548,0.364983754,0.314185641,-0.356009645,-0.280939923,-0.165527403,0.082285284,-0.224586337,0.024311415,-0.076603687,0.123066575,0.279660046,-0.45315184,-0.247938136,0.288128114,0.261769638,0.282789083,0.129663868,0.179180277,-0.022736504,-0.062597926,-0.043557019,0.055214404,-0.053058768,-0.219820808,0.139475153,0.215523734,0.221386497,-0.061397572,0.056620547,1
1.634368857,0.499251555,0.152166659,-0.725873204,-0.078484049,0.07491931,0.644477983,-0.126241664,-0.098191856,-0.368456041,-0.105302225,0.169435647,-0.116665636,0.243586968,-0.242913338,-0.128196159,0.255716932,-0.232700147,-0.165978582,0.022882346,0.29743245,0.042081679,0.090327042,0.153656033,0.107749884,-0.117663454,0.202184813,0.086944647,-0.121323839,-0.259048268,0.22843267,0.11235216,0.256663162,-0.109348187,-0.004275927,1
1.680657284,0.477342657,0.205606982,-0.872018751,-0.123624268,0.048343158,0.525548177,-0.098664615,-0.13155533,-0.160272546,-0.078261434,0.395266962,-0.049509423,0.148228109,0.07705116,-0.368642899,0.391524234,0.154505329,0.27948755,-0.178119483,0.155932486,-0.10417796,0.285686602,0.113069145,0.090810929,-0.147111139,0.186961079,0.052424861,-0.220245959,-0.251927059,0.130017665,0.019216868,0.072786272,-0.21071106,0.159585388,1
1.626762228,0.797636933,0.052366962,-0.643453416,-0.030681701,0.035774262,0.571422641,0.096129215,-0.395850475,0.371709607,-0.052670014,0.302734634,0.075622842,0.058908692,0.057211425,-0.281295203,0.290576093,0.461503142,0.196990166,-0.075124954,0.164182735,-0.062983276,0.048417132,-0.122767844,-0.026596856,-0.167977549,0.164641024,-0.045739878,-0.150181084,-0.161712619,0.096758776,0.184816288,-0.018001097,-0.105244042,0.219805068,1
1.49269305,0.662340696,0.062461255,-0.416881926,-0.080126455,-0.083694041,0.695534241,-0.065367269,-0.381234713,0.324663079,-0.159948537,0.047412011,-0.065633814,0.11358876,-0.502522626,0.098268546,0.38330923,0.129395262,-0.258196349,-0.014500384,-0.039158181,0.069707157,0.164281061,-0.307741917,-0.047144437,-0.018562011,0.042792535,-0.092842795,-0.040939136,-0.191732037,0.097022009,0.022462484,-0.146533316,-0.145969064,-0.032823866,1
1.554570582,0.441262525,0.210338259,-0.508841799,-0.052307967,0.002987448,0.569739847,-0.316010982,-0.504362502,-0.140195125,-0.290035206,0.168005982,-0.214263773,0.09500536,-0.537013321,0.292688131,0.261139006,-0.175667026,0.019913453,-0.029778447,-0.188144337,0.124474316,0.425423297,0.089462933,0.139463169,0.077632501,0.020000022,-0.195980131,-0.181464731,-0.316552629,0.155762655,0.03057327,-0.278149008,-0.166526717,-0.12528182,1
1.957771426,0.762741926,0.329476,-0.609323692,-0.05940826,-0.246249638,-0.149444074,-0.099055718,-0.244318402,-0.23849435,-0.590198083,0.236446172,-0.187272428,0.265865254,-0.19501065,-0.388049159,0.387809846,-0.188353502,-0.193111739,0.23591487,-0.403379647,0.146761814,0.099757637,0.192131452,-0.295984326,-0.095165457,-0.206249712,-0.143687139,-0.170210384,0.124616467,0.106281096,-0.328143929,-0.027429679,0.170593516,-0.058807697,1
1.465429953,0.65858508,0.275344326,-0.621362747,0.025048116,0.250207311,0.360569888,0.261022222,-0.371829252,-0.497566997,-0.250841485,0.283560776,-0.443960802,0.211625316,-0.205310173,-0.025284695,0.258853762,-0.273238346,-0.367830557,0.084215294,0.103709473,0.286131124,0.035232807,0.289702459,-0.093543212,-0.098675599,-0.311623219,-0.182703095,-0.003466484,-0.124931293,0.066346546,0.148721057,0.034259711,-0.12968697,0.025556921,1
1.548756437,0.725602099,0.078169469,-0.664726603,-0.083564189,-0.014103946,0.53865768,-0.182745497,-0.115873774,-0.518877869,-0.024603371,0.299384388,-0.204251526,0.366276655,-0.388598678,-0.033249485,0.155780266,-0.053079199,-0.218847346,-0.328878321,0.440904349,-0.02599352,0.016400898,0.085772595,0.069146064,-0.098653891,-0.136350379,0.168127077,-0.04520209,-0.101981206,0.212486578,0.164062433,-0.152818808,-0.160433496,0.119115545,1
1.623612412,0.597018641,0.036774985,-0.729445634,-0.080117636,0.300780363,0.560223324,-0.225331624,-0.164850585,-0.431370799,-0.009585913,0.256332151,-0.195915639,0.430630449,-0.193416129,-0.137565065,0.164840419,-0.054420738,0.013247729,-0.249021254,-0.059442824,0.018264975,0.268619532,-0.080975929,0.054664056,-0.123070486,0.041338563,0.349545389,-0.177391121,-0.144124468,0.103431134,-0.140216167,-0.291300559,-0.160369836,0.042528445,1
3.16658454,0.251473438,-0.108781781,-0.385216851,0.690342368,-0.266981981,0.130205902,0.507719001,0.482843962,-0.599995538,-0.076206987,0.214454993,-0.048689896,0.067762377,-0.071321929,-0.135040025,0.001827762,-0.279628935,-0.164881163,0.165028965,0.338972884,-0.194789046,-0.182727637,0.331718859,-0.092133868,0.150795719,-0.313158614,-0.105598715,-0.099744573,-0.118233809,0.12339354,0.228067565,0.058088836,0.067582006,0.178808548,3
2.912609157,0.349715855,-0.314046859,-0.300436133,0.539193095,-0.358620406,0.340184276,0.376805198,0.574455699,-0.440400858,0.544045604,0.055989638,-0.009710367,0.427019679,-0.156486113,0.072850393,0.018537014,-0.218550918,-0.438744149,0.324255461,-0.045465068,-0.19728909,-0.134466274,0.019159106,-0.018512522,0.035772809,-0.07505478,-0.325750623,-0.124030782,-0.109616731,0.0626843,0.20934504,0.12528211,-0.067718814,0.128742189,3
3.315827719,0.45502125,-0.301095573,-0.354967319,0.604215695,-0.308734542,0.554648786,0.37259381,0.98137434,-0.552854603,0.045237352,-0.043618779,0.219096929,-0.142557035,-0.15843832,-0.06628495,-0.007534171,0.30067686,0.282245023,-0.026423846,-0.227264352,0.026689697,0.203338791,-0.157879694,0.399637234,-0.135436169,0.135087166,0.154874349,-0.214332391,-0.05810443,0.135851725,-0.041468314,0.299242222,0.177313971,0.206165498,3
3.377043358,0.376133697,-0.199366865,-0.423176014,0.577452665,-0.49654248,0.325920882,0.289619379,0.797014381,-0.47171418,-0.114237645,-0.134113914,0.210284906,-0.428409121,-0.311996421,-0.247311996,0.054446255,0.38130138,0.381809323,-0.418587387,-0.08720064,0.00082964,0.502577815,-0.258211777,0.168626283,0.06681554,-0.292835839,0.246915139,0.136509924,0.146088771,0.197197382,0.05164723,0.025080498,0.212110467,0.129133158,3
3.589585913,0.240495895,-0.112348627,-0.502845144,0.927929858,-0.635303011,-0.215951159,0.064783687,0.148120273,-0.445646609,-0.061323104,0.137017929,0.216096651,0.100499098,-0.023677627,-0.348002901,-0.038515324,0.0900513,-0.039934151,-0.463958697,-0.081732184,-0.081280859,0.274634475,-0.109689742,-0.037058698,0.237955493,-0.456899524,-0.113466459,-0.149663257,0.086241011,0.295567405,-0.061683921,-0.236522462,0.128489896,0.155401994,3
3.878447719,-0.090958144,0.029232976,-0.450871365,1.067108411,-0.995282892,-0.276239873,0.162830176,0.019072156,0.251278051,-0.209993262,0.024036819,0.298020211,-0.086652635,-0.150501397,-0.163241504,-0.011328792,0.252064315,-0.15795023,-0.292370842,0.629574548,-0.213137793,-0.253084257,-0.054436312,0.069876192,0.063823821,-0.197107266,-0.293109807,-0.077697914,-0.190408765,0.387633072,0.042084253,-0.077400205,0.249570461,0.059210248,3
3.344071694,0.078089173,-0.258462453,-0.402040804,0.873242461,-0.744461949,-0.227553112,0.263444575,-0.254154305,0.757363894,0.716065716,0.241648897,0.185602572,-0.060964123,0.051844385,0.278068687,-0.134169776,-0.440457784,-0.504113113,0.007742171,-0.13184285,-0.118127358,-0.19382329,0.18562483,0.132970732,0.393938814,0.230049565,-0.570189887,-0.224628148,-0.025626289,-0.002036312,0.156457731,0.126610872,0.368261121,0.009074436,3
3.782597782,0.087493599,-0.078719283,-0.421038098,1.16206192,-0.313120775,-0.421981015,0.635853508,0.407971642,-0.321038922,0.151894832,0.262977517,-0.267088839,-0.004396579,0.174631627,-0.463418775,0.39428461,-0.119686687,-0.049019579,-0.100568318,0.217575205,-0.04490518,0.028293941,0.184678416,-0.033072638,0.234779591,-0.043106407,0.182411856,-0.272305201,-0.234123369,0.171491832,-0.015642465,0.063552959,0.130824743,0.043479168,3
3.579467643,0.018981386,-0.234454822,-0.216937656,1.04836507,-0.338240661,-0.397245247,0.302877967,-0.073167197,-0.349975512,0.249001755,-0.136160734,0.012729642,0.089948726,0.069829118,0.220162796,0.124534431,-0.633768215,-0.602733691,0.277708875,0.106085718,-0.100611674,0.021443536,0.016705483,0.057784607,0.319629273,-0.241703188,0.378512661,-0.085391606,-0.021491353,0.241617789,-0.144397463,-0.042232601,0.185326668,0.089737696,3
3.91567502,-0.007461763,-0.181394426,-0.035234128,1.097692213,-0.36767682,0.309080807,0.343704689,0.508860859,-0.49809553,-0.209703155,-0.204593393,0.055168522,-0.165425163,-0.422146254,-0.102913094,-0.016295517,0.135737877,0.42364288,-0.308575013,-0.113502711,0.088150401,0.292615992,-0.216852417,0.217829708,0.338818323,-0.088901433,0.118943501,-0.086743499,0.137461769,0.003205512,-0.230618349,-0.105144874,0.003489367,-0.024447668,3
3.936046295,0.176114076,-0.147736406,-0.04694736,1.138714019,-0.605064146,0.02189064,0.411193345,0.474233793,-0.521130138,-0.379074127,-0.206640704,0.006797315,-0.362769192,-0.44142872,-0.156567724,-0.189206853,0.111251105,-0.085292681,-0.176670356,0.598074385,0.050228779,-0.014249457,0.035780032,-0.124541692,0.298707829,-0.086585537,0.090511952,0.046104321,0.496715803,0.160130799,-0.090900262,-0.060723366,0.217377049,-0.027465072,3
3.644146537,0.059542349,-0.048010559,-0.348214041,1.065104881,-0.452832487,-0.291015167,0.279455781,0.121459044,-0.395224492,-0.233624672,0.045402857,0.142185773,0.016506794,-0.30281326,-0.120662773,0.042895045,-0.12113749,-0.109975927,-0.282727927,0.640472144,0.046910129,-0.117020877,-0.167825168,-0.202206564,0.368762098,-0.047351376,0.133992859,0.080856328,0.119582912,0.53828698,-0.120544065,-0.104934198,0.123844569,0.083936423,3
