id,Feature_One,Feature_Two,Feature_Three,labels
1125,5234,5442,2658,197
1126,3905,5057,986,117
1127,1095,3045,1148,5
1128,367,867,1998,91
1129,917,68,1787,40
1130,3031,2985,5115,23
1131,1996,3946,11,163
1132,2947,858,5077,179
1133,2953,1781,210,196
1134,168,2218,62,165
1135,2955,4099,935,153
1136,1313,29,1234,160
1137,5328,2798,62,127
1138,3749,943,4703,138
1139,707,2933,5381,49
1140,1602,4881,1127,174
1141,1926,1010,3267,12
1142,4644,2238,4200,181
1143,5158,1608,2014,201
1144,4745,3838,2876,207
1145,3861,2099,3897,146
1146,2356,2187,1749,66
1147,5025,3304,5039,100
1148,4308,1799,1893,149
1149,1011,1716,4100,90
1150,165,4970,4895,16
1151,3131,2790,149,188
1152,857,331,989,160
1153,4102,2131,1935,149
1154,3098,4992,35,152
1155,2828,3083,1051,122
1156,2082,1047,4263,120
1157,925,3894,1738,58
1158,3875,3932,4055,45
1159,5374,307,72,67
1160,1203,2900,2821,89
1161,136,19,7,113
1162,2953,287,2037,104
1163,2174,4891,4206,213
1164,3202,4211,4084,21
1165,4861,1709,2917,28
1166,4204,4239,3132,81
1167,1048,5099,4953,164
1168,4982,468,5126,42
1169,324,2193,2146,187
1170,828,3090,95,2
1171,5294,2231,2929,28
1172,153,3977,5039,73
1173,4800,3093,1850,70
1174,2076,1204,4534,120
1175,878,4130,1188,74
1176,1993,3210,1155,68
1177,2122,919,4813,62
1178,4038,4208,1780,198
1179,2713,2961,5063,23
1180,3140,2877,2926,200
1181,1240,5040,5125,164
1182,1005,2168,3134,1
1183,111,3810,1212,63
1184,2922,5232,141,152
1185,932,3017,226,2
1186,3145,2121,5414,180
1187,3010,2642,985,122
1188,895,4762,3439,33
1189,5035,3185,333,127
1190,1995,5146,4791,83
1191,1737,368,1133,52
1192,1824,3076,61,46
1193,1162,2088,1154,8
1194,338,617,1685,91
1195,1736,904,1929,105
1196,4944,5444,2144,57
1197,737,1542,4984,206
1198,2624,4997,4863,77
1199,366,4926,4061,56
1200,4722,5165,622,41
1201,1109,5080,4981,164
1202,4846,231,1675,137
1203,5226,2886,2909,76
1204,2977,3895,3049,88
1205,167,966,5378,116
1206,1181,5056,4356,26
1207,5147,1948,1024,50
1208,789,30,2708,140
1209,55,4798,1929,191
1210,436,1909,1232,93
1211,4771,2030,236,110
1212,2163,3118,1076,68
1213,3899,5294,1947,102
1214,100,78,3586,209
1215,364,18,1106,161
1216,5260,4087,1142,144
1217,130,1680,3199,178
1218,1162,413,3878,22
1219,3781,1028,4989,138
1220,1801,4987,66,75
1221,3152,907,137,0
1222,3510,953,1634,35
1223,1312,78,3271,140
1224,3999,21,5211,86
1225,790,2694,38,2
1226,4058,3830,2040,198
1227,1922,100,1924,97
1228,1807,4135,1140,19
1229,3841,654,136,20
1230,4904,5007,888,41
1231,15,133,2937,209
1232,978,862,2808,82
1233,4189,4049,109,98
1234,2698,4097,4213,21
1235,4037,1321,1811,7
1236,5256,3757,3954,124
1237,2039,4963,3982,213
1238,4851,3975,5175,61
1239,1058,32,4349,22
1240,124,4038,4575,73
1241,2179,67,266,199
1242,3939,2868,2951,43
1243,224,22,350,113
1244,1427,222,2099,40
1245,4897,3855,65,111
1246,4596,141,1995,137
1247,4023,4889,2400,6
1248,3608,2112,5229,180
1249,4866,3808,2997,207
1250,90,3140,3135,158
1251,2387,1743,2280,66
1252,218,2217,2912,178
1253,1982,2068,34,85
1254,4751,4993,268,184
1255,1028,1282,2896,82
1256,128,3022,5239,159
1257,106,2888,1944,24
1258,4950,2147,128,110
1259,4050,55,4708,86
1260,445,1886,17,165
1261,320,114,4101,190
1262,3251,4997,4222,14
1263,4622,1962,2986,28
1264,5201,226,3131,139
1265,17,1947,5061,64
1266,5190,2074,41,110
1267,3791,60,2778,215
1268,4440,16,3812,169
1269,1956,611,1240,55
1270,971,2407,812,8
1271,3863,1919,373,156
1272,182,2199,3961,150
1273,3709,4098,3653,45
1274,4440,5006,5337,4
1275,3960,82,3942,169
1276,3065,986,798,168
1277,5207,2065,3085,28
1278,4621,196,4940,42
1279,3557,4043,1167,108
1280,423,1020,3987,173
1281,3676,3997,2908,81
1282,3791,5427,446,142
1283,4258,374,4950,138
1284,2699,237,2987,48
1285,5186,5134,865,41
1286,1351,81,1984,40
1287,3700,3994,3914,45
1288,2182,4451,1018,19
1289,290,985,925,72
1290,3933,2919,3215,43
1291,4993,5307,1986,57
1292,2437,1293,48,194
1293,3621,4693,1838,102
1294,869,25,2357,40
1295,1122,192,3921,22
1296,4783,1225,3977,84
1297,4967,874,4603,154
1298,2752,3141,2222,141
1299,816,941,459,36
1300,4305,1204,2040,7
1301,966,1197,5044,172
1302,4010,3914,3864,45
1303,2089,1848,4652,53
1304,1133,2569,4005,39
1305,641,5214,4087,26
1306,4886,3137,993,176
1307,4673,123,2326,137
1308,3349,2839,3934,95
1309,3369,2093,213,196
1310,4870,997,1124,131
1311,4150,4049,3023,81
1312,158,224,5059,25
1313,3835,5047,3806,128
1314,476,3039,3191,158
1315,1949,4997,2316,59
1316,1879,236,2369,97
1317,1043,2888,4792,49
1318,3146,3068,806,122
1319,3088,1957,2035,27
1320,4766,3935,3353,207
1321,3999,4966,1975,102
1322,4722,2829,1064,176
1323,4202,2236,965,147
1324,226,74,684,161
1325,1977,1858,2874,44
1326,2901,74,2793,48
1327,267,4193,839,63
1328,1965,2063,1244,92
1329,3052,5023,4900,77
1330,10,3678,2002,107
1331,1978,5420,3291,121
1332,1306,2185,4126,90
1333,4971,3388,1097,176
1334,3023,2974,761,122
1335,23,4563,58,118
1336,3978,1997,5006,87
1337,105,3644,50,10
1338,3215,3189,3157,200
1339,2956,293,3860,18
1340,110,4775,5128,16
1341,5150,172,122,67
1342,3056,974,3059,203
1343,2341,2857,5092,23
1344,4278,2011,3049,125
1345,3926,1082,1916,7
1346,684,5208,3154,33
1347,1152,420,4931,37
1348,59,1908,3233,178
1349,1264,3941,2976,71
1350,91,237,5130,25
1351,815,4097,3151,71
1352,224,2155,3268,178
1353,2723,4072,5126,11
1354,3204,2085,3183,79
1355,839,945,3155,82
1356,5196,1083,39,60
1357,6,4752,4948,16
1358,4848,3064,5102,100
1359,3043,245,4265,18
1360,899,2101,2712,1
1361,3,2915,3300,158
1362,1074,5006,98,13
1363,2009,4989,4452,213
1364,3911,4986,4001,128
1365,3141,4054,3049,88
1366,916,4159,825,74
1367,2959,1210,5092,179
1368,1189,4113,44,166
1369,4784,1112,4000,84
1370,4216,977,3787,185
1371,2613,2973,1999,141
1372,5256,1209,1381,131
1373,4756,46,1434,170
1374,4091,4021,5005,30
1375,4148,3350,733,182
1376,206,3814,4680,73
1377,832,2866,984,5
1378,3045,1115,1944,35
1379,2791,5245,2187,155
1380,1217,1212,3795,167
1381,2124,8,192,199
1382,4819,2937,1224,176
1383,2713,2466,3201,200
1384,3838,725,3106,106
1385,2855,2168,295,196
1386,1123,788,405,211
1387,3982,939,57,20
1388,5049,4738,1722,57
1389,2668,5397,1182,204
1390,5060,127,2009,137
1391,990,5250,4949,164
1392,84,1597,5018,64
1393,1673,1848,1225,92
1394,2962,468,1988,104
1395,873,5404,1079,189
1396,3792,2022,1989,149
1397,221,5065,844,103
1398,3823,3082,2963,43
1399,2976,22,830,78
1400,164,2765,4735,159
1401,3532,3216,3067,43
1402,3904,4317,3854,45
1403,2023,3950,1892,202
1404,954,2207,2031,195
1405,1056,154,995,160
1406,753,3122,70,2
1407,3977,3931,4889,30
1408,157,5209,351,118
1409,2676,4109,3990,21
1410,4024,5120,1894,102
1411,171,3834,1956,107
1412,5034,2752,30,127
1413,732,40,2409,40
1414,3691,1090,5077,138
1415,5444,4254,5238,61
1416,136,4320,5053,73
1417,3895,3553,1404,108
1418,372,2266,2794,178
1419,1819,4121,114,163
1420,1181,4189,202,166
1421,3028,772,2002,35
1422,2715,3185,2854,200
1423,1160,3725,1966,58
1424,3761,4123,2082,198
1425,138,3234,5152,159
1426,1898,2327,2024,38
1427,4893,1907,1903,201
1428,2906,3580,5112,11
1429,4190,4938,5084,4
1430,5049,3605,9,111
1431,1794,109,2922,132
1432,3322,2303,829,3
1433,98,1896,3314,178
1434,3790,4006,4114,45
1435,5057,2895,2827,76
1436,2688,4802,2844,9
1437,5136,2902,3914,143
1438,1799,3902,123,163
1439,4244,2422,3069,125
1440,2000,1863,5090,53
1441,2107,2733,5151,126
1442,4930,1079,984,131
1443,5123,819,3195,183
1444,1247,4882,5056,164
1445,1752,3037,71,46
1446,810,3249,3411,89
1447,5,98,242,113
1448,5002,2746,2497,70
1449,1262,2045,4105,90
1450,4296,3133,1967,210
1451,796,2044,2980,1
1452,2934,675,2224,35
1453,192,2108,134,165
1454,4959,1941,4752,99
1455,963,790,4837,172
1456,19,698,2085,91
1457,748,77,3413,140
1458,2866,2863,2897,200
1459,1889,2022,4133,69
1460,4093,763,5569,138
1461,1067,4823,2919,33
1462,3567,2988,4657,186
1463,1025,247,4112,22
1464,1982,3147,4450,136
1465,1919,3920,4107,96
1466,1966,3927,2204,202
1467,7,65,2867,209
1468,798,724,4992,172
1469,2539,3046,2348,38
1470,3182,258,3985,18
1471,5400,2927,1116,176
1472,2962,3048,2750,200
1473,207,148,3581,190
1474,4351,4859,4620,4
1475,2802,2901,4052,95
1476,2589,5281,2094,155
1477,101,837,4292,173
1478,219,1159,3803,173
1479,2762,24,91,54
1480,2337,3680,1024,19
1481,3238,4452,251,212
1482,932,235,3082,140
1483,4900,59,103,67
1484,3976,1023,3895,185
1485,2220,1510,904,55
1486,111,3616,124,10
1487,1480,4134,3791,51
1488,1905,4846,1585,59
1489,1396,5021,1069,189
1490,169,5004,5066,16
1491,2254,2062,4223,69
1492,21,5131,4749,16
1493,508,3041,707,114
1494,1823,2951,3430,112
1495,3725,3074,396,17
1496,4981,4053,2040,208
1497,334,3389,4037,145
1498,118,2006,4030,150
1499,4814,1108,140,60
